locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
9075,Florey,Canberra,AU,2021-07-25T00:00:00+00:00,2021-07-25T10:00:00+10:00,co,0.6,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-25T00:00:00+00:00,2021-07-25T10:00:00+10:00,co,-0.27,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T23:00:00+00:00,2021-07-25T09:00:00+10:00,co,0.61,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T23:00:00+00:00,2021-07-25T09:00:00+10:00,co,-0.28,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T22:00:00+00:00,2021-07-25T08:00:00+10:00,co,0.61,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T22:00:00+00:00,2021-07-25T08:00:00+10:00,co,-0.28,ppm,-35.418302,149.094018
9320,Monash,Canberra,AU,2021-07-24T21:00:00+00:00,2021-07-25T07:00:00+10:00,co,-0.28,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T21:00:00+00:00,2021-07-25T07:00:00+10:00,co,0.61,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T20:00:00+00:00,2021-07-25T06:00:00+10:00,co,-0.28,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T20:00:00+00:00,2021-07-25T06:00:00+10:00,co,0.62,ppm,-35.220606,149.043539
9075,Florey,Canberra,AU,2021-07-24T19:00:00+00:00,2021-07-25T05:00:00+10:00,co,0.62,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T19:00:00+00:00,2021-07-25T05:00:00+10:00,co,-0.28,ppm,-35.418302,149.094018
10869,Geelong South,Geelong,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,0.07,ppm,-38.17356,144.3703
10771,Traralgon,Traralgon,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,0.09,ppm,-38.1942825,146.531464
10676,Morwell South,Morwell,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,0.07,ppm,-38.2392921,146.3873
9075,Florey,Canberra,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,0.63,ppm,-35.220606,149.043539
10494,Alphington,Melbourne,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,0.06,ppm,-37.7784081,145.0306
9320,Monash,Canberra,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,-0.27,ppm,-35.418302,149.094018
10678,Morwell East,Morwell,AU,2021-07-24T18:00:00+00:00,2021-07-25T04:00:00+10:00,co,0.07,ppm,-38.229393,146.424454
9075,Florey,Canberra,AU,2021-07-24T17:00:00+00:00,2021-07-25T03:00:00+10:00,co,0.63,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T17:00:00+00:00,2021-07-25T03:00:00+10:00,co,-0.27,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T16:00:00+00:00,2021-07-25T02:00:00+10:00,co,0.63,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T16:00:00+00:00,2021-07-25T02:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T15:00:00+00:00,2021-07-25T01:00:00+10:00,co,0.64,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T15:00:00+00:00,2021-07-25T01:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
10678,Morwell East,Morwell,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,0.14,ppm,-38.229393,146.424454
10771,Traralgon,Traralgon,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,0.14,ppm,-38.1942825,146.531464
10869,Geelong South,Geelong,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,0.08,ppm,-38.17356,144.3703
10676,Morwell South,Morwell,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,0.15,ppm,-38.2392921,146.3873
9075,Florey,Canberra,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,0.64,ppm,-35.220606,149.043539
10494,Alphington,Melbourne,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,0.1,ppm,-37.7784081,145.0306
9320,Monash,Canberra,AU,2021-07-24T14:00:00+00:00,2021-07-25T00:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T13:00:00+00:00,2021-07-24T23:00:00+10:00,co,0.64,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T13:00:00+00:00,2021-07-24T23:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
9320,Monash,Canberra,AU,2021-07-24T12:00:00+00:00,2021-07-24T22:00:00+10:00,co,-0.25,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T12:00:00+00:00,2021-07-24T22:00:00+10:00,co,0.64,ppm,-35.220606,149.043539
10771,Traralgon,Traralgon,AU,2021-07-24T11:00:00+00:00,2021-07-24T21:00:00+10:00,co,0.14,ppm,-38.1942825,146.531464
10676,Morwell South,Morwell,AU,2021-07-24T11:00:00+00:00,2021-07-24T21:00:00+10:00,co,0.13,ppm,-38.2392921,146.3873
10494,Alphington,Melbourne,AU,2021-07-24T11:00:00+00:00,2021-07-24T21:00:00+10:00,co,0.13,ppm,-37.7784081,145.0306
9320,Monash,Canberra,AU,2021-07-24T11:00:00+00:00,2021-07-24T21:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T11:00:00+00:00,2021-07-24T21:00:00+10:00,co,0.64,ppm,-35.220606,149.043539
10869,Geelong South,Geelong,AU,2021-07-24T11:00:00+00:00,2021-07-24T21:00:00+10:00,co,0.12,ppm,-38.17356,144.3703
10869,Geelong South,Geelong,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,0.12,ppm,-38.17356,144.3703
10676,Morwell South,Morwell,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,0.16,ppm,-38.2392921,146.3873
10771,Traralgon,Traralgon,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,0.56,ppm,-38.1942825,146.531464
9075,Florey,Canberra,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,0.65,ppm,-35.220606,149.043539
10678,Morwell East,Morwell,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,0.23,ppm,-38.229393,146.424454
9320,Monash,Canberra,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
10494,Alphington,Melbourne,AU,2021-07-24T10:00:00+00:00,2021-07-24T20:00:00+10:00,co,0.16,ppm,-37.7784081,145.0306
10869,Geelong South,Geelong,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,0.13,ppm,-38.17356,144.3703
10771,Traralgon,Traralgon,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,0.38,ppm,-38.1942825,146.531464
10678,Morwell East,Morwell,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,0.23,ppm,-38.229393,146.424454
9320,Monash,Canberra,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
10676,Morwell South,Morwell,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,0.16,ppm,-38.2392921,146.3873
10494,Alphington,Melbourne,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,0.15,ppm,-37.7784081,145.0306
9075,Florey,Canberra,AU,2021-07-24T09:00:00+00:00,2021-07-24T19:00:00+10:00,co,0.66,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
10771,Traralgon,Traralgon,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,0.16,ppm,-38.1942825,146.531464
10869,Geelong South,Geelong,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,0.13,ppm,-38.17356,144.3703
10678,Morwell East,Morwell,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,0.15,ppm,-38.229393,146.424454
10494,Alphington,Melbourne,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,0.15,ppm,-37.7784081,145.0306
9075,Florey,Canberra,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,0.67,ppm,-35.220606,149.043539
10676,Morwell South,Morwell,AU,2021-07-24T08:00:00+00:00,2021-07-24T18:00:00+10:00,co,0.15,ppm,-38.2392921,146.3873
9320,Monash,Canberra,AU,2021-07-24T07:00:00+00:00,2021-07-24T17:00:00+10:00,co,-0.26,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T07:00:00+00:00,2021-07-24T17:00:00+10:00,co,0.66,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T06:00:00+00:00,2021-07-24T16:00:00+10:00,co,-0.25,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T06:00:00+00:00,2021-07-24T16:00:00+10:00,co,0.66,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T05:00:00+00:00,2021-07-24T15:00:00+10:00,co,-0.25,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T05:00:00+00:00,2021-07-24T15:00:00+10:00,co,0.66,ppm,-35.220606,149.043539
9075,Florey,Canberra,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,0.66,ppm,-35.220606,149.043539
10494,Alphington,Melbourne,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,0.12,ppm,-37.7784081,145.0306
10771,Traralgon,Traralgon,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,0.11,ppm,-38.1942825,146.531464
9320,Monash,Canberra,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,-0.25,ppm,-35.418302,149.094018
10676,Morwell South,Morwell,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,0.12,ppm,-38.2392921,146.3873
10678,Morwell East,Morwell,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,0.13,ppm,-38.229393,146.424454
10869,Geelong South,Geelong,AU,2021-07-24T04:00:00+00:00,2021-07-24T14:00:00+10:00,co,0.11,ppm,-38.17356,144.3703
9075,Florey,Canberra,AU,2021-07-24T03:00:00+00:00,2021-07-24T13:00:00+10:00,co,0.67,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T03:00:00+00:00,2021-07-24T13:00:00+10:00,co,-0.24,ppm,-35.418302,149.094018
9320,Monash,Canberra,AU,2021-07-24T02:00:00+00:00,2021-07-24T12:00:00+10:00,co,-0.24,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T02:00:00+00:00,2021-07-24T12:00:00+10:00,co,0.67,ppm,-35.220606,149.043539
9075,Florey,Canberra,AU,2021-07-24T01:00:00+00:00,2021-07-24T11:00:00+10:00,co,0.67,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T01:00:00+00:00,2021-07-24T11:00:00+10:00,co,-0.22,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-24T00:00:00+00:00,2021-07-24T10:00:00+10:00,co,0.67,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-24T00:00:00+00:00,2021-07-24T10:00:00+10:00,co,-0.19,ppm,-35.418302,149.094018
10494,Alphington,Melbourne,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,0.11,ppm,-37.7784081,145.0306
9320,Monash,Canberra,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,-0.15,ppm,-35.418302,149.094018
10869,Geelong South,Geelong,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,0.13,ppm,-38.17356,144.3703
9075,Florey,Canberra,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,0.69,ppm,-35.220606,149.043539
10678,Morwell East,Morwell,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,0.3,ppm,-38.229393,146.424454
10676,Morwell South,Morwell,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,0.16,ppm,-38.2392921,146.3873
10771,Traralgon,Traralgon,AU,2021-07-23T23:00:00+00:00,2021-07-24T09:00:00+10:00,co,0.34,ppm,-38.1942825,146.531464
9320,Monash,Canberra,AU,2021-07-23T22:00:00+00:00,2021-07-24T08:00:00+10:00,co,-0.12,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T22:00:00+00:00,2021-07-24T08:00:00+10:00,co,0.71,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T21:00:00+00:00,2021-07-24T07:00:00+10:00,co,-0.11,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T21:00:00+00:00,2021-07-24T07:00:00+10:00,co,0.73,ppm,-35.220606,149.043539
10676,Morwell South,Morwell,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,0.17,ppm,-38.2392921,146.3873
10771,Traralgon,Traralgon,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,0.2,ppm,-38.1942825,146.531464
9075,Florey,Canberra,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,0.74,ppm,-35.220606,149.043539
10494,Alphington,Melbourne,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,0.1,ppm,-37.7784081,145.0306
10678,Morwell East,Morwell,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,0.2,ppm,-38.229393,146.424454
10869,Geelong South,Geelong,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,0.1,ppm,-38.17356,144.3703
9320,Monash,Canberra,AU,2021-07-23T20:00:00+00:00,2021-07-24T06:00:00+10:00,co,-0.09,ppm,-35.418302,149.094018
9320,Monash,Canberra,AU,2021-07-23T19:00:00+00:00,2021-07-24T05:00:00+10:00,co,-0.08,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T19:00:00+00:00,2021-07-24T05:00:00+10:00,co,0.76,ppm,-35.220606,149.043539
9075,Florey,Canberra,AU,2021-07-23T18:00:00+00:00,2021-07-24T04:00:00+10:00,co,0.77,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T18:00:00+00:00,2021-07-24T04:00:00+10:00,co,-0.06,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T17:00:00+00:00,2021-07-24T03:00:00+10:00,co,0.78,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T17:00:00+00:00,2021-07-24T03:00:00+10:00,co,-0.06,ppm,-35.418302,149.094018
9320,Monash,Canberra,AU,2021-07-23T16:00:00+00:00,2021-07-24T02:00:00+10:00,co,-0.08,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T16:00:00+00:00,2021-07-24T02:00:00+10:00,co,0.79,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T15:00:00+00:00,2021-07-24T01:00:00+10:00,co,-0.11,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T15:00:00+00:00,2021-07-24T01:00:00+10:00,co,0.78,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T14:00:00+00:00,2021-07-24T00:00:00+10:00,co,-0.13,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T14:00:00+00:00,2021-07-24T00:00:00+10:00,co,0.78,ppm,-35.220606,149.043539
10678,Morwell East,Morwell,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,0.2,ppm,-38.229393,146.424454
10869,Geelong South,Geelong,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,0.13,ppm,-38.17356,144.3703
9320,Monash,Canberra,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,-0.13,ppm,-35.418302,149.094018
10771,Traralgon,Traralgon,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,0.36,ppm,-38.1942825,146.531464
10494,Alphington,Melbourne,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,0.16,ppm,-37.7784081,145.0306
10676,Morwell South,Morwell,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,0.22,ppm,-38.2392921,146.3873
9075,Florey,Canberra,AU,2021-07-23T13:00:00+00:00,2021-07-23T23:00:00+10:00,co,0.78,ppm,-35.220606,149.043539
10678,Morwell East,Morwell,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,0.24,ppm,-38.229393,146.424454
10676,Morwell South,Morwell,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,0.31,ppm,-38.2392921,146.3873
10771,Traralgon,Traralgon,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,0.25,ppm,-38.1942825,146.531464
10869,Geelong South,Geelong,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,0.17,ppm,-38.17356,144.3703
9320,Monash,Canberra,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,-0.14,ppm,-35.418302,149.094018
10494,Alphington,Melbourne,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,0.18,ppm,-37.7784081,145.0306
9075,Florey,Canberra,AU,2021-07-23T12:00:00+00:00,2021-07-23T22:00:00+10:00,co,0.77,ppm,-35.220606,149.043539
9075,Florey,Canberra,AU,2021-07-23T11:00:00+00:00,2021-07-23T21:00:00+10:00,co,0.76,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T11:00:00+00:00,2021-07-23T21:00:00+10:00,co,-0.16,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T10:00:00+00:00,2021-07-23T20:00:00+10:00,co,0.76,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T10:00:00+00:00,2021-07-23T20:00:00+10:00,co,-0.16,ppm,-35.418302,149.094018
10494,Alphington,Melbourne,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,0.21,ppm,-37.7784081,145.0306
9320,Monash,Canberra,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,-0.17,ppm,-35.418302,149.094018
10678,Morwell East,Morwell,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,0.18,ppm,-38.229393,146.424454
10771,Traralgon,Traralgon,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,0.33,ppm,-38.1942825,146.531464
10869,Geelong South,Geelong,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,0.23,ppm,-38.17356,144.3703
9075,Florey,Canberra,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,0.77,ppm,-35.220606,149.043539
10676,Morwell South,Morwell,AU,2021-07-23T09:00:00+00:00,2021-07-23T19:00:00+10:00,co,0.28,ppm,-38.2392921,146.3873
9320,Monash,Canberra,AU,2021-07-23T08:00:00+00:00,2021-07-23T18:00:00+10:00,co,-0.17,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T08:00:00+00:00,2021-07-23T18:00:00+10:00,co,0.8,ppm,-35.220606,149.043539
10678,Morwell East,Morwell,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,0.11,ppm,-38.229393,146.424454
10676,Morwell South,Morwell,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,0.15,ppm,-38.2392921,146.3873
10771,Traralgon,Traralgon,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,0.16,ppm,-38.1942825,146.531464
10494,Alphington,Melbourne,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,0.13,ppm,-37.7784081,145.0306
9075,Florey,Canberra,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,0.84,ppm,-35.220606,149.043539
10869,Geelong South,Geelong,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,0.17,ppm,-38.17356,144.3703
9320,Monash,Canberra,AU,2021-07-23T07:00:00+00:00,2021-07-23T17:00:00+10:00,co,-0.16,ppm,-35.418302,149.094018
9075,Florey,Canberra,AU,2021-07-23T06:00:00+00:00,2021-07-23T16:00:00+10:00,co,0.89,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T06:00:00+00:00,2021-07-23T16:00:00+10:00,co,-0.12,ppm,-35.418302,149.094018
10676,Morwell South,Morwell,AU,2021-07-23T05:00:00+00:00,2021-07-23T15:00:00+10:00,co,0.15,ppm,-38.2392921,146.3873
9075,Florey,Canberra,AU,2021-07-23T05:00:00+00:00,2021-07-23T15:00:00+10:00,co,0.93,ppm,-35.220606,149.043539
9320,Monash,Canberra,AU,2021-07-23T05:00:00+00:00,2021-07-23T15:00:00+10:00,co,-0.07,ppm,-35.418302,149.094018
9320,Monash,Canberra,AU,2021-07-23T04:00:00+00:00,2021-07-23T14:00:00+10:00,co,0.01,ppm,-35.418302,149.094018
10676,Morwell South,Morwell,AU,2021-07-23T04:00:00+00:00,2021-07-23T14:00:00+10:00,co,0.15,ppm,-38.2392921,146.3873
10678,Morwell East,Morwell,AU,2021-07-23T04:00:00+00:00,2021-07-23T14:00:00+10:00,co,0.12,ppm,-38.229393,146.424454
10771,Traralgon,Traralgon,AU,2021-07-23T04:00:00+00:00,2021-07-23T14:00:00+10:00,co,0.13,ppm,-38.1942825,146.531464
